"category","source","count","channels","example_title","example_url"
"地方政府/地方主管部门","都昌县人民政府","1","hot","制氢3万吨！1GW微风电站！江西省签约微风发电及配套绿氢产业园项目","https://www.ditan.com/news/hot/3576.html"
"其他/待人工判断","俄罗斯卫星通讯社","1","hot","美国法院解除白宫液化天然气出口禁令","https://www.ditan.com/news/hot/4454.html"
"地方政府/地方主管部门","鄂尔多斯人民政府","1","hot","鄂尔多斯康巴什区 “光储充放” 智能微网项目获批，推动城市绿电发展","https://www.ditan.com/news/hot/6171.html"
"地方政府/地方主管部门","鄂尔多斯市能源局","1","hot","国内首个“本征无储能”离网制氢项目开工","https://www.ditan.com/news/hot/8202.html"
"地方政府/地方主管部门","鄂尔多斯市生态环境局","1","hot","鄂尔多斯减污降碳协同创新试点方案：推进煤电机组“三改联动”","https://www.ditan.com/news/hot/5991.html"
"地方政府/地方主管部门","恩平市人民政府","1","hot","广东恩平：鼓励重点用能单位通过绿电交易和认购绿证等方式提高可再生能源利用比例","https://www.ditan.com/news/hot/5587.html"
"中央部委/国务院/监管","二连浩特市发展和改革委员会","1","hot","二连浩特市发布电力设施保护及供用电秩序维护办法","https://www.ditan.com/news/hot/6107.html"
"地方政府/地方主管部门","发改委","1","hot","关于推进污水处理减污降碳协同增效的实施意见","https://www.ditan.com/news/hot/973.html"
"其他/待人工判断","法制日报","1","hot","《可再生能源法》即将面临修改","https://www.ditan.com/news/hot/1530.html"
"其他/待人工判断","防城港核电","1","hot","防城港核电完成基于国产算力的 DeepSeek 模型部署","https://www.ditan.com/news/hot/6828.html"
"其他/待人工判断","丰台生态环境直通车","1","hot","这些“碳”知识，你知道吗？","https://www.ditan.com/news/hot/8326.html"
"行业媒体/垂直资讯","风电世界","1","hot","用铝代替铜 这风力发电机靠谱吗？","https://www.ditan.com/news/hot/8171.html"
"企业/项目公司","风芒能源","1","hot","国家能源局：鼓励土地、具备良好电网接入条件的产煤区 规划建大型光伏基地","https://www.ditan.com/news/hot/8775.html"
"其他/待人工判断","凤凰网财经","1","hot","印度宣布“大动作”：我们将成为电动汽车全球制造中心","https://www.ditan.com/news/hot/1733.html"
"企业/项目公司","凤凰网科技","1","hot","宁德时代营收首次突破4000亿元：净利润首次突破400亿 豪气分红超220亿","https://www.ditan.com/news/hot/1731.html"
"地方政府/地方主管部门","福建生态环境厅","1","hot","福建：全省危险废物利用处置能力已超产废量","https://www.ditan.com/news/hot/4960.html"
"地方政府/地方主管部门","福建省工业和信息化厅","1","hot","福建省工信厅组织申报2026年工业互联网重点项目","https://www.ditan.com/news/hot/11173.html"
"地方政府/地方主管部门","福建省生态环境厅","1","hot","福建省2023年度碳排放配额分配实施方案（征求意见稿）","https://www.ditan.com/news/hot/4663.html"
"地方政府/地方主管部门","福田区人民政府","1","hot","“光储超充、车网互动”一体化停车场入选深圳近零碳地图","https://www.ditan.com/news/hot/7761.html"
"地方政府/地方主管部门","福州市电子招投标交易系统","1","bidding","1.1亿！福建长乐区污水处理厂及配套管网建设工程-潭头污水厂二厂（施工）招标","https://www.ditan.com/news/bidding/4798.html"
"地方政府/地方主管部门","福州市工业和信息化局","1","hot","福建福州：支持新型储能产业多元化发展 拓展在源网荷储方面的应用","https://www.ditan.com/news/hot/5271.html"
"地方政府/地方主管部门","福州市人民政府","1","themes","《福州市生态环境分区管控方案（2023年更新）》发布","https://www.ditan.com/news/themes/4896.html"
"地方政府/地方主管部门","阜阳市发展改革委","1","hot","储能可申报！安徽阜阳征集2024年度低碳（零碳）应用场景","https://www.ditan.com/news/hot/5832.html"
"其他/待人工判断","盖世汽车","1","hot","欧盟放宽车企碳排放达标期限，引发各方热议","https://www.ditan.com/news/hot/7069.html"
"地方政府/地方主管部门","甘肃能监办","1","hot","甘肃能源监管办：市场化赋能新能源消纳，推动高质量发展","https://www.ditan.com/news/hot/6082.html"
"地方政府/地方主管部门","甘肃省发展改革委","1","hot","《关于印发甘肃电力现货市场规则（V3.2）的通知》发布","https://www.ditan.com/news/hot/100888.html"
"地方政府/地方主管部门","甘肃省工信厅","1","hot","2024年10月甘肃省电力生产运行情况：全社会用电量142.36亿千瓦时 同比增长2.59%","https://www.ditan.com/news/hot/6071.html"
"地方政府/地方主管部门","甘肃省工业和信息化厅","1","hot","《甘肃电力现货市场规则（V3.2）（征求意见稿）》意见建议公告发布！","https://www.ditan.com/news/hot/9156.html"
"地方政府/地方主管部门","甘肃省人民政府网","1","hot","甘肃出台意见加快培育建设零碳园区 推动绿色转型","https://www.ditan.com/news/hot/100842.html"
"地方政府/地方主管部门","甘孜州发改委","1","hot","总投资约220亿元！四川3座抽水蓄能电站项目法人优选启动","https://www.ditan.com/news/hot/5455.html"
"中央部委/国务院/监管","工业和信息化部规划司","1","hot","两部门印发《工业园区高质量发展指引》：7方面19个发展导向！","https://www.ditan.com/news/hot/8473.html"
"地方政府/地方主管部门","固原市人民政府","1","hot","固原 2025 年重点工作：产业升级，绿色发展，民生改善","https://www.ditan.com/news/hot/6839.html"
"其他/待人工判断","关于印发电子信息制造业2023—2024年稳增长行动方案的通知","1","hot","关于印发电子信息制造业2023—2024年稳增长行动方案的通知","https://www.ditan.com/news/hot/27.html"
"其他/待人工判断","观点网","1","hot","香港发展局指港府会主动出击应对气候变化问题","https://www.ditan.com/news/hot/440.html"
"企业/项目公司","光大环保能源沅江有限公司","1","hot","揭秘！垃圾焚烧发电背后的环保密码","https://www.ditan.com/news/hot/5051.html"
"协会/联盟/研究机构","光大环境研究院","1","hot","光大环境小型焚烧技术达国际领先水平 填补国内空白","https://www.ditan.com/news/hot/100769.html"
"其他/待人工判断","光大未来","1","hot","中企承建的越南承天顺化垃圾发电项目竣工","https://www.ditan.com/news/hot/3575.html"
"行业媒体/垂直资讯","光伏资讯","1","hot","无容量！山西汾阳暂缓分布式光伏项目备案!","https://www.ditan.com/news/hot/4189.html"
"其他/待人工判断","光明网","1","hot","研究预计到2060年全球气候变化或致经济损失达24.7万亿美元","https://www.ditan.com/news/hot/3351.html"
"企业/项目公司","广东北展国际展览集团","1","hot","资源大揭秘，一次参展就将全行业资源收入囊中？这场展会真就做到了！(1)","https://www.ditan.com/news/hot/6253.html"
"其他/待人工判断","广东生态环境","1","hot","《2023年广东省生态环境状况公报》发布！","https://www.ditan.com/news/hot/3750.html"
"中央部委/国务院/监管","广东省发展和改革委员会","1","hot","广东印发零碳园区方案 2027 年建 25 个左右","https://www.ditan.com/news/hot/9366.html"
"地方政府/地方主管部门","广东省工信厅","1","hot","广东印发《关于支持广州市智能传感器产业高质量发展的若干措施》","https://www.ditan.com/news/hot/5581.html"
"地方政府/地方主管部门","广东省工业和信息化厅","1","hot","广东：推动新型储能、低空经济等新兴产业和未来产业成形成势","https://www.ditan.com/news/hot/5513.html"
"地方政府/地方主管部门","广东省公共资源交易平台（江门市）","1","bidding","江门开平200MW储能项目 EPC总承包招标启动","https://www.ditan.com/news/bidding/9232.html"
"地方政府/地方主管部门","广东省生态环境厅","1","hot","广东发布适应气候变化行动方案，2035 年建成气候适应型社会","https://www.ditan.com/news/hot/6896.html"
"地方政府/地方主管部门","广东省通信管理局","1","hot","广东省十七部门印发5G规模化应用升级方案","https://www.ditan.com/news/hot/10592.html"
"地方政府/地方主管部门","广东省住建厅","1","hot","首批25个试点区域公布！广东推进县域“光伏+建筑”应用试点工作","https://www.ditan.com/news/hot/5087.html"
"地方政府/地方主管部门","广西电力交易中心","1","hot","广西征求新能源机制电价竞价细则意见","https://www.ditan.com/news/hot/9510.html"
"其他/待人工判断","广西人大网","1","hot","广西：推动核电与电解铝达成2024年年度交易40亿千瓦时电量的协议","https://www.ditan.com/news/hot/5788.html"
"地方政府/地方主管部门","广西省人民政府","1","hot","广西：全区所有大中型金属矿山将建成绿色矿山","https://www.ditan.com/news/hot/9847.html"
"交易/招标/采购平台","广西招标投标公共服务平台","1","bidding","14MW/28MWh！广西桂林风电场项目储能容量租赁服务招标","https://www.ditan.com/news/bidding/3158.html"
"地方政府/地方主管部门","广西自治区工业和信息化厅","1","hot","广西：推动汽车零配件企业加快转型生产新能源零配件，增大动力电池等关键零部件供货力度","https://www.ditan.com/news/hot/5621.html"
"地方政府/地方主管部门","广元市生态环境局","1","hot","四川省广元市印发关于加强生态环境分区管控的通知","https://www.ditan.com/news/hot/6115.html"
"地方政府/地方主管部门","广州公共资源交易中心","1","bidding","1.22亿限价！郁南循环热力发电项目（一期）垃圾焚烧系统组合采购项目招标","https://www.ditan.com/news/bidding/4453.html"
"地方政府/地方主管部门","广州南沙开发区管委会办公室","1","hot","最高奖励300万元！广州某地支持工业企业自建储能设施","https://www.ditan.com/news/hot/5829.html"
"中央部委/国务院/监管","广州市发展和改革委员会","1","hot","广东广州：推动分布式综合能源主体直接参与电力市场","https://www.ditan.com/news/hot/7763.html"
"地方政府/地方主管部门","广州市人民政府","1","hot","广东广州：探索适时推出电力期货、推出更多新能源期货品种","https://www.ditan.com/news/hot/8086.html"
"企业/项目公司","广州文船重工有限公司","1","hot","国际订单！5根海上风电单桩即将发运","https://www.ditan.com/news/hot/7794.html"
"地方政府/地方主管部门","贵阳市人民政府","1","hot","贵阳市推动大规模设备更新和消费品以旧换新实施方案全文发布！","https://www.ditan.com/news/hot/5732.html"
"其他/待人工判断","贵阳网","1","hot","单枪最大输出功率＞600kW！贵州贵阳全液冷超充综合示范站上线","https://www.ditan.com/news/hot/7650.html"
